company,date,rating,pros,cons,type,id,year,date2
Oxfam GB,"Aug 30, 2017",2,"The people are great, powerful mission.",At Oxfam America: not much room for growth. Can be very hierarchical and bureaucratic.,Charities,2348,2017,2017-08-30
Oxfam GB,"Sep 5, 2017",2,Volunteers and customers are fantastic,"Expectations on part-time managers completely unrealistic, if you consider a shop manager role then I'd only advise a minimum 30hr week contract .",Charities,2349,2017,2017-09-05
Oxfam GB,"Sep 8, 2017",5,welcoming environment with a flexible approach to hours,Tendency to place a lot of responsibility on volunteers in a short space of time. General absence of paid staff,Charities,2350,2017,2017-09-08
Oxfam GB,"Sep 12, 2017",5,Challenges by working cross the inscure areas to use ICT4D to assist people who needs assistance,having a enable to access into sustainable energy and anywhere internet available to access informations in real time.,Charities,2351,2017,2017-09-12
Oxfam GB,"Sep 19, 2017",3,Oxfam has a great mission and you'll work with some nice people. The salaries for some roles are very competitive relative to other non-profits. They offer generous time off benefits.,Some positions appear to be at a high risk for burnout judging by the amount of turnover.  There is generally a lack of opportunity for career growth and it's best to consider roles here as temporary gigs.,Charities,2352,2017,2017-09-19
Oxfam GB,"Sep 26, 2017",5,"Great working environment, and the experience was very good","No cons, because i was a volunteer",Charities,2353,2017,2017-09-26
Oxfam GB,"Sep 26, 2017",5,"- Sense of fulfilment from volunteering 
- Experience in retail 
- Till-training
- No sales pressure",- Sometimes ordered to do mundane tasks,Charities,2354,2017,2017-09-26
Oxfam GB,"Sep 27, 2017",4,Oxfam is a very exciting organisation that allows its staff access to a varied range of learning opportunities.  One is exposed to an organisation that has a wealth of systems and information and experience in humanitarian and long term development programmes.,Change processes never seem to come to a logical conclusion.,Charities,2355,2017,2017-09-27
Oxfam GB,"Sep 27, 2017",4,Oxfam are a very fair company to work for. The application and job descriptions are very wordy,excellent pension. great holiday entitlement,Charities,2356,2017,2017-09-27
Oxfam GB,"Sep 27, 2017",4,"Great team to work with, work nights out, decent pay with no experience required, good craic, trips away","Late finishes, pressure to secure donations, working in all kinds of weather conditions from freezing cold to rainstorms",Charities,2357,2017,2017-09-27
Oxfam GB,"Sep 29, 2017",5,Fantastic Company. Fully standby it's values.,Cannot think of any cons.,Charities,2358,2017,2017-09-29
Oxfam GB,"Oct 2, 2017",4,"Management structures in place, opportunities to learn/ collaborate across offices.","The organization is going through restructure, where uncertainty and sub-culture differences might be an issue.",Charities,2359,2017,2017-10-02
Oxfam GB,"Oct 6, 2017",4,"good teams, wonderful people to work with in country","poor country director and too many changes, control",Charities,2360,2017,2017-10-06
Oxfam GB,"Oct 12, 2017",4,"Big, international company with room for growth",Those lower down such as volunteers are treated as disposable.,Charities,2361,2017,2017-10-12
Oxfam GB,"Oct 12, 2017",4,"great team, very professional, global","complex organisation, high internal transaction costs",Charities,2362,2017,2017-10-12
Oxfam GB,"Oct 16, 2017",5,"Very values driven, you work with people who are very committed",The systems and procedures need harmonising,Charities,2363,2017,2017-10-16
Oxfam GB,"Oct 17, 2017",4,"Part of a global network of Oxfam offices, with a particular focus and passion on the Pacific region. Filled with people who are passionate about reducing poverty and combating injustice. Good mix of advocacy and development programmes/projects work.","Small-ish NGO, although amongst top 5 in the NZ NGO sector in terms of size. Tight budget for travel for international programme/partnership department.",Charities,2364,2017,2017-10-17
Oxfam GB,"Oct 26, 2017",5,"Super fun environment, made lots of new friends, hours to suit you",Did not have any cons at all!!,Charities,2365,2017,2017-10-26
Oxfam GB,"Nov 3, 2017",5,Get to meet many people from different backgrounds and discuss everything from politics to science,N/A No cons at all.,Charities,2366,2017,2017-11-03
Oxfam GB,"Nov 3, 2017",3,"Purpose, Professional, Influence, Impact, Fair","Complicated, British (but changing), Arrogant",Charities,2367,2017,2017-11-03
Oxfam GB,"Nov 7, 2017",3,"Flexible working, gives good work balance","takes time to develop, if the face doesn't fit you stay in one position,",Charities,2368,2017,2017-11-07
Oxfam GB,"Nov 8, 2017",4,"very good guidelines and policies, friendly team, working for a great cause",program in jordan should be bigger in size,Charities,2369,2017,2017-11-08
Oxfam GB,"Nov 10, 2017",4,"Great people to work with
Real commitment to the cause
Informal work environment","Too much internal politics
Very limited resources for internal projects even if they could bring great ROI",Charities,2370,2017,2017-11-10
Oxfam GB,"Nov 13, 2017",4,The organization is doing good in the world and you really feel that. Colleagues are happy and kind.,"There is very little progression, raises are a couple of times a decade and the systems are slow and antiquated leading to constant frustration.",Charities,2371,2017,2017-11-13
Oxfam GB,"Nov 13, 2017",5,Most committed people I've ever worked with. They really are mission driven.,"Like many NGOs, work/life can suffer if you aren't careful. But it's still a really amazing workplace.",Charities,2372,2017,2017-11-13
Oxfam GB,"Nov 15, 2017",5,"Lovely people, lots of training opportunities, absolutely fabulous atmosphere","None really, I can't think of anything",Charities,2373,2017,2017-11-15
Oxfam GB,"Nov 16, 2017",4,"-Flexibility, Friendliness, Community feel, Management (Store)",-Sorting the donated clothes as some are in a state.,Charities,2374,2017,2017-11-16
Oxfam GB,"Nov 17, 2017",4,"Busy office environment, pleasant staff","Repetitive, non-challenging day to day tasks",Charities,2375,2017,2017-11-17
Oxfam GB,"Nov 20, 2017",5,"Good friendly staff, accommodating hours",No cons I can think of,Charities,2376,2017,2017-11-20
Oxfam GB,"Nov 23, 2017",4,"-Fantastic atmosphere while volunteering.
-Experience in customer service.
-Enhancement of organisational skills.
-Making a positive change in society.","-Premises are not the same everywhere, cost reduction is a priority.",Charities,2377,2017,2017-11-23
Oxfam GB,"Dec 5, 2017",3,It is a great opportunity to gain some managerial experience in the non-profit field. Great staff of volunteers.,"No training on the job, little pay and little flexibility over how to manage daily activities",Charities,2378,2017,2017-12-05
